Institución,Nombre del establecimiento,UBIGEO,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,PUESTO DE SALUD CHACCHO,20303,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,ANTONIO RAIMONDI,CHACCHO,ACTIVADO,-77.05671251,-9.05990767
GOBIERNO REGIONAL,PUESTO DE SALUD CHINGAS,20304,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,ANTONIO RAIMONDI,CHINGAS,ACTIVADO,-76.99052484,-9.11862785
GOBIERNO REGIONAL,PUESTO DE SALUD CASCA,21302,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,MARISCAL LUZURIAGA,CASCA,ACTIVADO,-77.39805931,-8.85614051
GOBIERNO REGIONAL,PUESTO DE SALUD SANASHGAN,21304,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,ACTIVADO,-77.27883161,-8.80434354
GOBIERNO REGIONAL,PUESTO DE SALUD SANTA ROSA,21510,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,SANTA ROSA,ACTIVADO,-78.0689071,-8.52645658
GOBIERNO REGIONAL,PUESTO DE SALUD LLAPO,21507,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,LLAPO,ACTIVADO,-78.04260894,-8.51496633
GOBIERNO REGIONAL,PUESTO DE SALUD HUANDOVAL,21505,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,HUANDOVAL,ACTIVADO,-77.97607032,-8.3297298
GOBIERNO REGIONAL,PUESTO DE SALUD MAYAS,21503,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,CONCHUCOS,ACTIVADO,-77.66860054,-8.27489885
GOBIERNO REGIONAL,CENTRO DE SALUD HUARUPAMPA,20101,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUARAZ,HUARAZ,ACTIVADO,-77.53026167,-9.525825
GOBIERNO REGIONAL,PUEBLO LIBRE,80907,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,KIMBIRI,ACTIVADO,-73.54199847,-12.88268342
GOBIERNO REGIONAL,SAMANIATO,80907,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,KIMBIRI,ACTIVADO,-73.71034349,-12.64862727
GOBIERNO REGIONAL,CHUCATAMANI,230402,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,TARATA,HEROES ALBARRACIN,ACTIVADO,-70.1229876,-17.48053556
GOBIERNO REGIONAL,PUCACOCHA,120203,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CONCEPCION,ANDAMARCA,ACTIVADO,-74.79927317,-11.69169537
GOBIERNO REGIONAL,RUNATULLO,120206,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CONCEPCION,COMAS,ACTIVADO,-75.01234497,-11.61903398
GOBIERNO REGIONAL,MONTETONI,80914,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-72.3598167,-11.89316186
GOBIERNO REGIONAL,TANGOSHIARI,80914,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-73.32608805,-11.76644891
GOBIERNO REGIONAL,NUEVA VIDA,80914,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-73.1063623,-11.50189934
GOBIERNO REGIONAL,PUESTO DE SALUD YURMA,21306,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,MARISCAL LUZURIAGA,LLUMPA,ACTIVADO,-77.45960333,-8.98969167
MINSA,DELICIAS DE VILLA,150108,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,CHORRILLOS,ACTIVADO,-76.9928642,-12.1987789
GOBIERNO REGIONAL,PUESTO DE SALUD UNCHUS,20105,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,INDEPENDENCIA,ACTIVADO,-77.49826549,-9.52293644
GOBIERNO REGIONAL,CENTRO DE SALUD PALMIRA,20105,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUARAZ,INDEPENDENCIA,ACTIVADO,-77.53422246,-9.50711636
GOBIERNO REGIONAL,PUESTO DE SALUD HUANCHAY,21405,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,OCROS,COCHAS,ACTIVADO,-77.42271833,-10.53384
GOBIERNO REGIONAL,COCHACARA,130804,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,HUANCASPATA,ACTIVADO,-77.23426988,-8.46954948
GOBIERNO REGIONAL,UCUNCHA,130306,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,BOLIVAR,UCUNCHA,ACTIVADO,-77.85855338,-7.16496515
GOBIERNO REGIONAL,HUANCASPATA,130804,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,PATAZ,HUANCASPATA,ACTIVADO,-77.30312274,-8.46023201
GOBIERNO REGIONAL,HUANCHAY,130811,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,ACTIVADO,-77.38801,-8.42576833
GOBIERNO REGIONAL,LLACUABAMBA,130808,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,PATAZ,PARCOY,ACTIVADO,-77.45842704,-8.03406284
GOBIERNO REGIONAL,CHIRUMBIA,80906,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,QUELLOUNO,ACTIVADO,-72.64683427,-12.57139039
GOBIERNO REGIONAL,CIRIALO,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-72.92649768,-12.63656304
GOBIERNO REGIONAL,CHAGUAL,130809,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,PATAZ,ACTIVADO,-77.6347079,-7.83272588
GOBIERNO REGIONAL,KORIBENI,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-72.83858108,-12.61785382
GOBIERNO REGIONAL,ECHARATE,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-72.575075,-12.76782
GOBIERNO REGIONAL,HUALASGOSDAY,130906,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,ACTIVADO,-78.10737365,-7.71116896
GOBIERNO REGIONAL,NARANJOPAMPA,130905,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,ACTIVADO,-78.05819043,-7.69729791
GOBIERNO REGIONAL,PUERTO LUZ,170203,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,MANU,MADRE DE DIOS,ACTIVADO,-70.59614,-12.74549
GOBIERNO REGIONAL,SAN ALFONSO,130908,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,ACTIVADO,-77.81840269,-7.57910083
GOBIERNO REGIONAL,LA BANDA,131102,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,GRAN CHIMU,LUCMA,ACTIVADO,-78.57659644,-7.67465139
GOBIERNO REGIONAL,SAN JERONIMO,80104,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,CUSCO,SAN JERONIMO,ACTIVADO,-71.88002087,-13.54884632
GOBIERNO REGIONAL,MOSOCLLACTA,80204,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ACOMAYO,MOSOC LLACTA,ACTIVADO,-71.4732674,-14.1201825
GOBIERNO REGIONAL,PUESTO DE SALUD FORTALEZA,20110,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,PARIACOTO,ACTIVADO,-77.77061427,-9.51696856
GOBIERNO REGIONAL,COLCABAMBA,20103,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,COLCABAMBA,ACTIVADO,-77.80912509,-9.59360142
GOBIERNO REGIONAL,PUESTO DE SALUD HUAMBACHO,21807,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,SAMANCO,ACTIVADO,-78.43538633,-9.25819043
GOBIERNO REGIONAL,HUAYLLANI,80704,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,COLQUEMARCA,ACTIVADO,-72.03994944,-14.35584735
GOBIERNO REGIONAL,MELLOTOTORA,80701,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,SANTO TOMAS,ACTIVADO,-72.05976225,-14.40880455
GOBIERNO REGIONAL,UZCUPATA,80601,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CANCHIS,SICUANI,ACTIVADO,-71.19215497,-14.30158379
GOBIERNO REGIONAL,PFULLPURI CONDEPAMPA,80701,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,SANTO TOMAS,ACTIVADO,-72.08172657,-14.45528348
GOBIERNO REGIONAL,SAN PEDRO CANCHIS,80607,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CANCHIS,SAN PEDRO,ACTIVADO,-71.34406223,-14.18820556
GOBIERNO REGIONAL,SAN JUAN DE VISCAS,100510,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUAMALIES,SINGA,ACTIVADO,-76.80866145,-9.42964846
GOBIERNO REGIONAL,PUESTO DE SALUD ALPABAMBA,22008,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,YANAMA,ACTIVADO,-77.37443,-9.02068333
GOBIERNO REGIONAL,PUESTO DE SALUD YERBA BUENA,22008,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,YANAMA,ACTIVADO,-77.50523667,-9.01536
GOBIERNO REGIONAL,PUESTO DE SALUD CUNYA,22008,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,YANAMA,ACTIVADO,-77.386185,-9.05706167
GOBIERNO REGIONAL,PUESTO DE SALUD SAN JUAN CHULLIN,21909,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,SAN JUAN,ACTIVADO,-77.58125778,-8.64653238
GOBIERNO REGIONAL,HOSPITAL DISTRITAL EL ESFUERZO DE FLORENCIA DE MORA,130103,HOSPITALES O CLINICAS DE ATENCION GENERAL,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,ACTIVADO,-79.02560454,-8.08771881
GOBIERNO REGIONAL,NIMPANA,130809,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,PATAZ,ACTIVADO,-77.69062793,-7.60997305
GOBIERNO REGIONAL,CHAHUARES,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-72.53275167,-12.65010167
GOBIERNO REGIONAL,IDMA,80901,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,SANTA ANA,ACTIVADO,-72.75152833,-12.89949333
GOBIERNO REGIONAL,PAMPA CONCEPCION,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-72.56007167,-12.72681667
GOBIERNO REGIONAL,CHACARILLA,90117,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,ACTIVADO,-74.86062766,-12.75251943
GOBIERNO REGIONAL,CHAQUICOCHA,130801,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,TAYABAMBA,ACTIVADO,-77.23880764,-8.31028239
GOBIERNO REGIONAL,ACAPULCO.,240201,PUESTOS DE SALUD O POSTAS DE SALUD,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,ACTIVADO,-80.76744416,-3.73843181
GOBIERNO REGIONAL,YAVINA,80701,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,SANTO TOMAS,ACTIVADO,-72.19599833,-14.56686833
GOBIERNO REGIONAL,CALEMAR,130302,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,BOLIVAR,BAMBAMARCA,ACTIVADO,-77.72612261,-7.51790031
GOBIERNO REGIONAL,YANAOCA,80501,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,CANAS,YANAOCA,ACTIVADO,-71.4297373,-14.2221342
GOBIERNO REGIONAL,HUINCHIRI,80507,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CANAS,QUEHUE,ACTIVADO,-71.49323422,-14.39740615
GOBIERNO REGIONAL,QUEHUE,80507,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CANAS,QUEHUE,ACTIVADO,-71.4547578,-14.3794213
GOBIERNO REGIONAL,TOCCOCCORI,80508,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CANAS,TUPAC AMARU,ACTIVADO,-71.54189664,-14.14831235
GOBIERNO REGIONAL,CHECACUPE,80602,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CANCHIS,CHECACUPE,ACTIVADO,-71.45395899,-14.02563764
GOBIERNO REGIONAL,VILLA SAN ISIDRO,130702,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PACASMAYO,GUADALUPE,ACTIVADO,-79.42212721,-7.30005489
GOBIERNO REGIONAL,PUESTO DE SALUD SECCHA,21307,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,MARISCAL LUZURIAGA,LUCMA,ACTIVADO,-77.44644685,-8.91709666
GOBIERNO REGIONAL,PUESTO DE SALUD SAN MIGUEL,21905,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,CHINGALPO,ACTIVADO,-77.66187628,-8.36307918
GOBIERNO REGIONAL,PUESTO DE SALUD PARIASHPAMPA,21909,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,SAN JUAN,ACTIVADO,-77.62436404,-8.6170706
GOBIERNO REGIONAL,PUESTO DE SALUD PONCOS,22007,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,SHUPLUY,ACTIVADO,-77.74094,-9.260765
GOBIERNO REGIONAL,PUESTO DE SALUD CAJAS,21603,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,POMABAMBA,PAROBAMBA,ACTIVADO,-77.48189525,-8.62334745
GOBIERNO REGIONAL,PUESTO DE SALUD PASACANCHA,21904,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,CASHAPAMPA,ACTIVADO,-77.6555009,-8.59678034
GOBIERNO REGIONAL,PUESTO DE SALUD CHUNYA,21206,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,PAMPAROMAS,ACTIVADO,-77.97474572,-9.15858586
GOBIERNO REGIONAL,KITENI,80902,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-73.04725009,-12.64774881
GOBIERNO REGIONAL,KEPASHIATO,80902,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-73.20441991,-12.6370123
GOBIERNO REGIONAL,KAMANQUIRIATO,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-73.03411767,-12.52501893
GOBIERNO REGIONAL,MATERIATO,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-73.12545021,-12.61114881
GOBIERNO REGIONAL,PUCAPAMPA,90117,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,ACTIVADO,-74.80505734,-12.7593487
GOBIERNO REGIONAL,ARCAYPATA,130802,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,BULDIBUYO,ACTIVADO,-77.42230167,-8.19008167
GOBIERNO REGIONAL,TACSANA,90117,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,YAULI,ACTIVADO,-74.83446422,-12.76865702
GOBIERNO REGIONAL,MANANTIAL DE VIDA DE QUECHUALOMA,100104,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,CHURUBAMBA,ACTIVADO,-76.18574857,-9.79729067
GOBIERNO REGIONAL,SAN JUAN DE CCARHUACC,90117,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUANCAVELICA,YAULI,ACTIVADO,-74.76067413,-12.82985017
MINSA,CENTRO MATERNO INFANTIL LAURA RODRIGUEZ,150110,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,COMAS,ACTIVADO,-77.0553621,-11.9160503
GOBIERNO REGIONAL,SANTA MARIA,170303,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,ACTIVADO,-69.00601556,-11.89472628
GOBIERNO REGIONAL,MARCABALITO,130905,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,ACTIVADO,-78.03458084,-7.70530154
GOBIERNO REGIONAL,PUESTO DE SALUD PAROBAMBA NUEVO,21603,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,POMABAMBA,PAROBAMBA,ACTIVADO,-77.4112463,-8.67952142
GOBIERNO REGIONAL,MAZANCA,130701,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,ACTIVADO,-79.47783703,-7.37587645
GOBIERNO REGIONAL,PUESTO DE SALUD DE AZA,120114,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,EL TAMBO,ACTIVADO,-75.20914516,-12.03074315
GOBIERNO REGIONAL,CUCHARETA BAJA,240302,PUESTOS DE SALUD O POSTAS DE SALUD,TUMBES,ZARUMILLA,AGUAS VERDES,ACTIVADO,-80.23880486,-3.5248506
GOBIERNO REGIONAL,CHONTABAMBA,80909,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,VILCABAMBA,ACTIVADO,-73.19035733,-12.87771935
GOBIERNO REGIONAL,TRIO RIO,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-73.13652089,-12.52163631
GOBIERNO REGIONAL,PUGUIENTIMARI,80902,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,ECHARATE,ACTIVADO,-73.25265744,-12.70392507
GOBIERNO REGIONAL,MIARIA,80914,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-72.99694652,-11.30290596
GOBIERNO REGIONAL,KIRIGUETI,80914,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-73.13004096,-11.57219645
GOBIERNO REGIONAL,CCARCCO,80911,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,INKAWASI,ACTIVADO,-73.18802484,-13.38928862
GOBIERNO REGIONAL,PALTAYBAMBA,80909,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,VILCABAMBA,ACTIVADO,-72.72642584,-13.02070942
GOBIERNO REGIONAL,PACCAYBAMBA,80911,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,INKAWASI,ACTIVADO,-73.26404332,-13.29102663
GOBIERNO REGIONAL,BOCA DEL RIO,230109,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,TACNA,SAMA,ACTIVADO,-70.67925073,-18.1576143
GOBIERNO REGIONAL,COCHAMARCA,190112,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,VICCO,ACTIVADO,-76.29372387,-10.87847911
GOBIERNO REGIONAL,LA CRUZADA,190104,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,HUAYLLAY,ACTIVADO,-76.40116833,-11.037085
GOBIERNO REGIONAL,HUAYLLAY,190104,CENTROS DE SALUD O CENTROS MEDICOS,PASCO,PASCO,HUAYLLAY,ACTIVADO,-76.36158,-10.999565
GOBIERNO REGIONAL,COLQUIJIRCA,190111,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PASCO,PASCO,TINYAHUARCO,ACTIVADO,-76.26218156,-10.75167921
GOBIERNO REGIONAL,PUESTO DE SALUD HUAUYA,21201,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,CARAZ,ACTIVADO,-77.77618167,-9.03105
GOBIERNO REGIONAL,PUESTO DE SALUD LLACSHU,21201,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,CARAZ,ACTIVADO,-77.75126333,-9.05032167
GOBIERNO REGIONAL,PUESTO DE SALUD COLCAS,21208,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,SANTA CRUZ,ACTIVADO,-77.84143,-8.92178167
GOBIERNO REGIONAL,PUESTO DE SALUD LLAUGUEDA,130601,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,OTUZCO,ACTIVADO,-78.59310167,-7.77151667
GOBIERNO REGIONAL,PAIHUAL,130602,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,AGALLPAMPA,ACTIVADO,-78.42769167,-7.90091167
GOBIERNO REGIONAL,ERNESTO GERMAN GUZMÁN GONZALES,190301,HOSPITALES O CLINICAS DE ATENCION GENERAL,PASCO,OXAPAMPA,OXAPAMPA,ACTIVADO,-75.40243233,-10.57623919
GOBIERNO REGIONAL,COCHACHARAO,190108,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,ACTIVADO,-76.2372946,-10.53707464
GOBIERNO REGIONAL,YARUSYACAN,190108,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,ACTIVADO,-76.19660043,-10.4879264
GOBIERNO REGIONAL,PUESTO DE SALUD SANTA ROSA DE PAQUIRCA,21804,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,MACATE,ACTIVADO,-78.15358285,-8.87063242
GOBIERNO REGIONAL,PUESTO DE SALUD UCHUPAMPA,21509,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,PAMPAS,ACTIVADO,-77.66629956,-8.07536988
GOBIERNO REGIONAL,PUESTO DE SALUD HUATAULLO,21503,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,CONCHUCOS,ACTIVADO,-77.60650858,-8.20083573
GOBIERNO REGIONAL,ANDAHUAYLILLAS,81202,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,ACTIVADO,-71.67448013,-13.67144051
GOBIERNO REGIONAL,QUIQUIJANA,81212,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,QUISPICANCHI,QUIQUIJANA,ACTIVADO,-71.54147562,-13.82034063
GOBIERNO REGIONAL,CHINGANILLA,80905,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,OCOBAMBA,ACTIVADO,-72.39119824,-12.67453109
GOBIERNO REGIONAL,ANTACCOCHA,90101,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ACTIVADO,-74.91752884,-12.75257331
GOBIERNO REGIONAL,PARAN,130803,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,CHILLIA,ACTIVADO,-77.60148187,-8.10809321
GOBIERNO REGIONAL,TUPAC AMARU QUELLOUNO,80408,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,YANATILE,ACTIVADO,-72.497462,-12.42378548
GOBIERNO REGIONAL,BULDIBUYO,130802,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,BULDIBUYO,ACTIVADO,-77.395305,-8.12626
GOBIERNO REGIONAL,CENTRO DE SALUD ARICAPAMPA,130903,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,ACTIVADO,-77.71747284,-7.80709187
GOBIERNO REGIONAL,COINA,130614,"PUESTOS DE SALUD O POSTAS DE SALUD,PUESTOS DE SALUD O POSTAS DE SALUD",LA LIBERTAD,OTUZCO,USQUIL,ACTIVADO,-78.36334333,-7.80638333
GOBIERNO REGIONAL,SAN BARTOLOME,150717,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAROCHIRI,SAN BARTOLOME,ACTIVADO,-76.52878333,-11.912725
GOBIERNO REGIONAL,PUESTO DE SALUD COLCA,20505,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,CAJACAY,ACTIVADO,-77.46258667,-10.157385
GOBIERNO REGIONAL,PUESTO DE SALUD HUASTA,20509,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,HUASTA,ACTIVADO,-77.14806717,-10.12613028
GOBIERNO REGIONAL,PUESTO DE SALUD GORGORILLO,20511,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,LA PRIMAVERA,ACTIVADO,-77.12589238,-10.33608859
GOBIERNO REGIONAL,CENTRO DE SALUD ACOPAMPA,20602,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,CARHUAZ,ACOPAMPA,ACTIVADO,-77.62816,-9.29070333
GOBIERNO REGIONAL,P.S CHIGNIA BAJA,200304,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,HUARMACA,ACTIVADO,-79.70244167,-5.57079
GOBIERNO REGIONAL,P.S TAMBILLO,200303,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,ACTIVADO,-79.52507841,-5.01431089
GOBIERNO REGIONAL,PUMACAYAN,190108,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,ACTIVADO,-76.21995592,-10.53213228
GOBIERNO REGIONAL,CHAUYAR,190108,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,ACTIVADO,-76.21578054,-10.48835826
GOBIERNO REGIONAL,SAN JUAN DE MILPO,190108,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,ACTIVADO,-76.21376172,-10.59731123
GOBIERNO REGIONAL,JUNIPALCA,190108,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,ACTIVADO,-76.21621315,-10.47456483
GOBIERNO REGIONAL,HUACRAPUQUIO,120116,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,HUACRAPUQUIO,ACTIVADO,-75.22078954,-12.17158341
GOBIERNO REGIONAL,PUESTO DE SALUD ARENALES,40106,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,CHIGUATA,ACTIVADO,-71.37044905,-16.38296096
